Window,daves name,circadian,color,frame,occupant,treatment,objects,signage,notable,special
window-611,window-0716,asleep,amber,paned grid,none,curtains,none,none,amber curtains parted at center reveal a dark gap behind a paned wooden frame.,no
window-612,window-0465,awake,white,double-hung,none,frosted glass,plants|sign|signage,养生馆,two potted plants sit below a dark red signboard glowing through frosted glass.,no
window-613,window-0813,awake,amber,double-hung,none,security|sheer curtains,lamp|plants,none,a tall potted plant glows behind security bars above warmly lit sheer curtains with a stray blue light at the base.,no
window-614,window-0601,awake,amber,double-hung,none,curtains,plants|air conditioner,none,a botanical leaf-patterned curtain glows amber above a shelf of plants and a window air conditioner.,no
window-615,window-0633,awake,amber,double-hung,none,curtains,lamp,none,"a glowing lamp peeks from behind a draped, tied-back curtain in a darkened double-hung window.",no
window-616,window-0164,awake,amber,double-hung,none,venetian blinds,plants|string lights,none,a half-raised blind reveals a glowing tangle of warm string lights and a silhouetted plant on the sill.,no
window-617,window-0509,awake,white,other,none,none,poster|sign|signage,we the people a trusted brand since 1985 i'm done divorce document preparation $499 @wethepeopledocs,"an advertising poster for divorce document preparation featuring a hand with a wedding ring and ""i'm done"" text.",no
window-618,window-0435,asleep,black,double-hung,none,curtains,sign|signage,none,"a dark, nearly opaque window framed in glowing gold trim with a small yellow sticker affixed to the upper pane.",no
window-619,window-0202,asleep,brown,double-hung,none,none,flag,none,a puerto rican flag hangs in the dim upper pane of an otherwise shadowy window.,no
window-620,window-0562,awake,brown,double-hung,none,curtains,lamp|books,none,a small glowing lamp illuminates a ceramic figurine against drawn curtains in near darkness.,no
window-621,window-0014,asleep,gray,double-hung,none,roller shade,roller shade,none,a pale ghostly arched form glows faintly through the misted upper pane above a darkened lower half.,no
window-622,window-0822,asleep,brown,storefront,none,none,sign|signage,"nylons izquierdo & vila,inc. exporters","gold-lettered vintage storefront glass advertising ""nylons"" and ""izquierdo & vila, inc. exporters.""",no
window-623,window-0064,asleep,black,other,none,roller shade,religious item,none,a golden menorah with green candles sits on the sill against a dark interior.,no
window-624,window-0084,awake,amber,paned grid,none,security|roller shade,string lights|flag|holiday decoration|figurine,none,"a festive window crammed with string lights, american and ukrainian flags, and tiny holiday figurines behind security bars.",no
window-625,window-0622,awake,orange,double-hung,none,curtains,none,none,"glowing orange curtains fill a wood-framed window with an intense, fiery warmth.",no
window-626,window-0006,awake,amber,double-hung,none,frosted glass,none,none,a warm amber glow filters through frosted glass with a faint floral pattern in the lower pane.,no
window-627,window-0922,asleep,black,paned grid,none,none,bottle|poster,none,a draped red fabric garland and chalk-like drawings animate an otherwise dark industrial paned window.,no
window-628,window-0985,asleep,brown,paned grid,none,none,figurine|plants|flowers,none,shelves crammed with colorful figurines and tiny potted plants behind a gridded window.,no
window-629,window-0632,awake,brown,double-hung,none,sheer curtains,none,none,"a dim amber-brown window veiled by sheer curtains, glowing with quiet warmth.",no
window-630,window-0143,awake,orange,double-hung,none,roller shade,plants,none,silhouetted monstera leaves stand against a glowing red-orange interior.,no
window-631,window-0074,awake,amber,double-hung,none,roller shade,plants,none,silhouetted plants press against a glowing amber shade behind the double-hung glass.,no
window-632,window-0073,awake,amber,double-hung,none,curtains,flowers|plants,none,a row of silhouetted tulips lines the sill against glowing amber curtains.,no
window-633,window-0321,awake,amber,double-hung,none,none,none,none,a glowing amber-orange double-hung window with a silhouetted shade and minimal sill objects.,no
window-634,window-0376,awake,amber,other,none,security,none,none,a diamond-patterned accordion security gate silhouetted against a warm amber glow.,no
window-635,window-0963,awake,magenta,paned grid,none,none,grow light,none,a magenta grow light radiating star-like flares dominates this intensely pink-glowing window.,no
window-636,window-0767,awake,red,double-hung,none,none,neon sign|sign|signage,exit,"a glowing red exit sign dominates the dark interior, reflected and doubled in the glass.",no
window-637,window-0339,awake,amber,double-hung,none,none,air conditioner|flag,none,an american flag hangs above a window air conditioner in a warm amber-lit room.,no
window-638,window-0502,awake,black,casement,none,curtains,none,none,a dim amber glow and a glowing orb hover behind dark drawn curtains.,no
window-639,window-0431,awake,amber,glass block,none,frosted glass,none,none,a tall grid of glass blocks glowing amber with hints of red diffused behind the textured glass.,no
window-640,window-0286,awake,amber,double-hung,none,roller shade,plants,none,a silhouetted potted plant sits on a sill against a glowing amber-orange shade.,no
window-641,window-0199,awake,red,paned grid,none,curtains,air conditioner,none,glowing red-orange curtains behind a paned window with an air conditioner unit at the base.,no
window-642,window-0615,awake,white,other,none,none,sign|poster|signage,nyc,"several taped-up nyc permit notices fill an otherwise dark, vacant window.",no
window-643,window-0512,asleep,gold,other,none,none,none,none,the entire window is covered in crinkled aluminum foil glowing gold from interior light.,no
window-644,window-0257,awake,amber,double-hung,none,none,lamp,none,a glowing tiffany-style lamp casts a warm amber bloom across an otherwise dark room.,no
window-645,window-0946,awake,orange,paned grid,none,venetian blinds,string lights|air conditioner,none,"multicolored string lights drape across paned glass over warm venetian blinds, glowing festively in the dark.",no
window-646,window-0096,awake,brown,double-hung,none,sheer curtains,poster|vase|signage,zohran for mayor you can afford,a campaign poster for mayoral candidate zohran sits behind sheer curtains beside two small vases.,no
window-647,window-0016,awake,amber,double-hung,none,none,none,none,a bare double-hung window glowing amber with a dark railing silhouetted at the bottom.,no
window-648,window-0036,awake,amber,double-hung,none,lace curtains,lamp|plants,none,lace curtains with floral patterns frame a warm amber interior lit by a hanging pendant lamp.,no
window-649,window-0733,awake,orange,double-hung,none,roller shade,none,none,"a glowing orange roller shade fills the double-hung frame with warm, uniform light.",no
window-650,window-0538,awake,amber,paned grid,none,none,plants,none,dramatic silhouette of a flowering plant against a glowing amber backlit window.,no
window-651,window-0236,awake,orange,double-hung,none,venetian blinds|curtains,plants,none,a warm amber glow filters through venetian blinds and orange curtains behind black security bars.,no
window-652,window-0138,asleep,brown,double-hung,none,none,plants|poster,none,a child's rainbow drawing glows in the upper pane above shadowy potted plants.,no
window-653,window-0076,awake,orange,double-hung,none,roller shade,plants,none,a silhouetted monstera plant glows against a warm amber interior light through the lower pane.,no
window-654,window-0753,awake,amber,double-hung,none,none,lamp|flowers|plants,none,a glowing lampshade backlights a dried floral arrangement and a small statuette in deep shadow.,no
window-655,window-0972,awake,orange,paned grid,none,security,plants,none,a warm orange glow silhouettes a plant behind iron security bars.,no
window-656,window-0288,awake,orange,double-hung,none,curtains,none,none,"an intense red-orange glow saturates the entire window, with a curtain and faint furniture silhouettes barely visible.",no
window-657,window-0037,asleep,black,paned grid,none,none,none,none,"a dark, unlit paned double-hung window with no visible interior life.",no
window-658,window-0823,asleep,brown,double-hung,none,none,sign|signage,export dacrons,"gold lettering reading ""export dacrons"" glows on a dim, mysterious shopfront window.",no
window-659,window-0019,awake,amber,double-hung,none,none,flowers|plants,flowers|plants,a warm amber glow silhouettes a vase of flowers and clutter on the windowsill.,no
window-660,window-0751,awake,amber,paned grid,none,none,fan|plants|glassware,none,a silhouetted desk fan and hanging plant set against a warm amber-glowing interior wall.,no
window-661,window-0488,awake,purple,other,none,none,plants,none,glowing purple display filled with floating mirror balls and a streak of red light.,no
window-662,window-0080,awake,amber,other,none,none,none,none,an ornate wrought-iron floral grille of trailing wisteria silhouetted against a warm amber glow.,no
window-663,window-0116,awake,amber,double-hung,none,security|sheer curtains,none,none,an ornate wrought-iron security gate with scrollwork covers a softly glowing curtained window.,no
window-664,window-0605,awake,amber,double-hung,none,curtains,none,none,"a single warm amber curtain swept to one side, tied back against a glowing interior.",no
window-665,window-0347,awake,amber,double-hung,none,curtains,lamp|plants,none,a glowing amber window with silhouetted plants and a security gate behind sheer curtains.,no
window-666,window-0260,awake,orange,double-hung,none,roller shade,plants|flowers,none,a shadowy plant silhouette presses against a warm amber-glowing shaded window.,no
window-667,window-0063,awake,amber,double-hung,none,none,lamp,none,a single glowing table lamp warms an otherwise dark double-hung window with amber light.,no
window-668,window-0211,awake,black,arched,none,none,neon sign|signage,coors light,a glowing coors light neon sign sits alone in a dark arched window.,no
window-669,window-0828,awake,amber,paned grid,none,curtains,plants|vase,none,a silhouetted plant in a vase glows against a rich amber backlit window.,no
window-670,window-0354,awake,amber,double-hung,none,lace curtains,none,none,glowing amber curtains with floral lace patterns silhouetted behind a security railing.,no
window-671,window-0867,awake,orange,double-hung,none,none,lamp,none,a glowing spherical paper lantern dominates the warm amber interior.,no
window-672,window-0375,awake,magenta,other,none,none,lamp|plants|furniture,none,a glowing white paper lantern hangs in a room bathed entirely in saturated magenta light.,no
window-673,window-0510,awake,white,other,none,none,poster|sign|signage,we the people legal document preparation all you need is love and a prenuptial agreement $799 (212)633-2200 www.wtpny.com,a legal-service ad poster proclaims 'all you need is love and a prenuptial agreement $799' over a paisley background.,no
window-674,window-0602,awake,amber,double-hung,none,sheer curtains,plants,none,a glowing amber window with a bonsai-like plant silhouetted against sheer curtains.,no
window-675,window-0452,awake,teal,double-hung,none,lace curtains,plants,none,a silhouetted potted plant stands against patterned lace curtains glowing in cool teal.,no
window-676,window-0913,awake,amber,double-hung,none,curtains,lamp,none,a warm amber lamp glows softly behind tab-top burlap curtains.,no
window-677,window-0543,awake,amber,double-hung,none,curtains,none,none,a makeshift bedsheet curtain glows softly amber behind a dark double-hung frame.,no
window-678,window-0849,awake,orange,paned grid,none,none,none,none,a deep amber-orange glow fills a dark paned window with a small red light glinting near the top.,no
window-679,window-0658,awake,amber,double-hung,none,sheer curtains,lamp|plants,none,a glowing amber-curtained window silhouettes a lamp and plant against rich golden light.,no
window-680,window-0370,awake,amber,other,none,security|curtains,none,none,an ornate wrought-iron security gate frames a warm amber-curtained window glowing in darkness.,no
window-681,window-0645,awake,brown,paned grid,none,none,none,none,a small orange glow flickers in the dark lower panes beneath a softly lit upper half.,no
window-682,window-0114,awake,black,double-hung,none,frosted glass,jar,none,"pale ceramic pots cluster on a shelf behind misty, condensation-fogged glass.",no
window-683,window-0062,awake,amber,other,none,venetian blinds,plants,none,a silhouetted leafy plant rises against glowing amber venetian blinds.,no
window-684,window-0429,awake,blue,paned grid,none,none,figurine,none,dark silhouetted figurines arranged against an intense glowing blue interior in a paned window.,no
window-685,window-0180,awake,orange,double-hung,none,sheer curtains,none,none,"a shadowy form looms behind glowing orange curtains, edged by intense red light.",no
window-686,window-0240,awake,black,glass block,none,none,none,none,"a grid of glass blocks glowing with green and amber light, with a small red form glimpsed at the bottom.",no
window-687,window-0788,awake,amber,double-hung,none,venetian blinds|frosted glass,plants,none,plant silhouettes press against frosted lower glass while venetian blinds darken the upper pane.,no
window-688,window-0087,awake,amber,storefront,none,frosted glass,ceiling fixture|sign|signage,implants 212-221-3691,a dental office window with frosted 'implants' lettering and phone number glowing amber at night.,no
window-689,window-0651,awake,orange,double-hung,none,sheer curtains|security,lamp,none,"a single glowing bulb burns behind amber curtains, casting an intense orange wash over the whole pane.",no
window-690,window-0418,awake,amber,paned grid,none,security,none,none,an industrial paned window glowing amber behind a diamond-pattern wire security mesh.,no
window-691,window-0098,awake,amber,double-hung,ghoul,none,neon sign|flowers|plants|signage,none,a glowing white ghost-shaped neon light floats in a warm amber window.,no
window-692,window-0688,awake,orange,double-hung,none,curtains,plants,none,a silhouetted potted plant sits behind a softly glowing peach-toned curtain in a double-hung window.,no
window-693,window-0752,awake,amber,double-hung,none,curtains,jar,none,warm amber light glows through parted curtains with a diagonal cord crossing the pane.,no
window-694,window-0744,asleep,blue,double-hung,none,roller shade,none,none,only the upper sash glows with a pale blue light while the lower half stays in darkness.,no
window-695,window-0243,awake,gray,double-hung,none,none,plants,none,"a leafy plant silhouetted against a pale gray sky view, with a small red glow below.",no
window-696,window-0629,awake,brown,double-hung,none,sheer curtains,plants,none,"a large leafy plant fills the upper sash above a dim, shadowed lower pane.",no
window-697,window-0877,awake,amber,double-hung,none,none,lamp|plants,none,silhouetted plants and an angled desk lamp glow against a warm amber backlit interior.,no
window-698,window-0197,awake,amber,double-hung,none,none,none,none,a dark window glows with a warm amber wedge of interior light dominated by deep shadow.,no
window-699,window-0034,awake,brown,paned grid,none,none,lamp|ceiling fixture|furniture,none,a sculptural articulated pendant lamp dominates a minimalist warm-toned interior behind a black grid window.,no
window-700,window-0077,awake,orange,double-hung,ghoul,none,plants,none,"a silhouetted witch's hat hangs against an amber-orange glow, giving an eerie halloween feel.",no
window-701,window-0365,awake,yellow,other,none,security,sign|signage|spa,no trespassing monitored by video camera,a yellow video-surveillance warning sign glows behind glass marred by graffiti.,yes
window-702,window-0687,awake,amber,paned grid,none,none,fan,none,three industrial fans glow at the top above an amber-lit interior with a hanging bag.,no
window-703,window-0461,awake,green,other,none,none,plants,none,"a dense tangle of backlit plants glows amber and green behind a dark, narrow window.",no
window-704,window-0459,awake,gold,storefront,none,none,sign|poster|signage,the one event planning one stop service just say i do and let us do the rest the one wedding plaza (412)403.3316 (917)907.2929,a gold-on-black wedding planning business sign covered in chinese and english text with red neon shapes glowing below.,no
window-705,window-0592,awake,red,other,none,none,neon sign|signage,pubkey bar 85 washington pl,a neon bar sign reading pubkey bar with glowing playing cards framed in red.,no
window-706,window-0220,awake,amber,double-hung,none,venetian blinds,none,none,a softly glowing amber double-hung window with half-drawn venetian blinds casting warm horizontal stripes.,no
window-707,window-0484,awake,amber,other,none,none,sign|computer|furniture|signage,"聯合則師樓 jkw engineering, p.c. consulting engineers",an amber-lit engineering office window with bilingual signage etched onto the glass.,no
window-708,window-0698,awake,red,double-hung,none,none,plants,none,an intense saturated red glow fills the entire double-hung window with shadowy plant silhouettes below.,no
window-709,window-0026,awake,amber,casement,none,venetian blinds,plants,none,a spiky plant silhouette presses against the glass beneath warmly glowing amber blinds.,no
window-710,window-0674,awake,amber,double-hung,none,venetian blinds,lamp|plants,none,"warm interior light glows through horizontal venetian blinds, silhouetting a lamp and plants.",no
window-711,window-0276,awake,amber,double-hung,none,curtains,plants,none,"a glowing amber curtain fills a dark double-hung frame, with a small plant peeking up at the lower left.",no
window-712,window-0862,asleep,gray,double-hung,ghoul,venetian blinds,holiday decoration,none,a small candle glows beside an autumn pumpkin decoration behind drawn blinds.,no
window-713,window-0341,awake,amber,other,none,roller shade,none,none,"a glowing amber shade fills the frame, with faint silhouettes barely visible at the bottom.",no
window-714,window-0201,awake,brown,double-hung,none,none,air conditioner,none,a dimly lit window with shelves of indistinct objects above a window-mounted air conditioner.,no
window-715,window-0710,awake,amber,double-hung,none,none,air conditioner,none,a warm amber-glowing paned window with an air conditioner unit sitting in the lower sash.,no
window-716,window-0520,awake,blue,double-hung,none,none,plants,none,a cold blue-lit window with steamy condensation and dark plant silhouettes behind the glass.,no
window-717,window-0357,awake,amber,paned grid,none,none,lamp|plants|books,none,"a warm amber interior glows behind a dark gridded window, silhouetting a hanging plant and lamp.",no
window-718,window-0308,awake,amber,double-hung,none,pleated shade,none,none,a warm pleated shade glows amber above a sliver of colorful interior peeking beneath.,no
window-719,window-0355,asleep,white,double-hung,none,roller shade|security,flag,none,a dominican republic flag hangs against the pale glow of a barred lower window.,no
window-720,window-0725,asleep,amber,casement,none,curtains,plants,none,a single leafy potted plant sits before softly glowing beige curtains in a dark wood frame.,no
window-721,window-0834,awake,amber,paned grid,none,frosted glass,plants|flowers,none,silhouetted orchids on the sill glow against frosted amber glass in an arched paned window.,no
window-722,window-0188,awake,black,double-hung,none,curtains,none,none,a dark window where warm amber light glows through curtains in only the upper pane.,no
window-723,window-0827,awake,amber,paned grid,none,none,lamp|flowers|vase|plants,none,a large glowing paper lantern dominates the frame above a small silhouetted vase of flowers.,no
window-724,window-0439,awake,amber,paned grid,none,curtains,sign|poster|signage,harris walz join to,a glowing amber window displaying a harris walz campaign sign behind the lower panes.,no
window-725,window-0109,awake,amber,arched,none,curtains,string lights,none,a curtain draped with cascading warm fairy lights glows behind an arched window.,no
window-726,window-0534,awake,brown,paned grid,none,none,figurine|plants,none,"a dreamlike papercraft diorama of clouds, birds and trees glows in warm amber and red within the window.",no
window-727,window-0358,awake,red,double-hung,none,curtains,air conditioner,none,a weathered green double-hung window with deep red curtains and an aging air conditioner unit.,no
window-728,window-0246,awake,brown,paned grid,none,none,plants,none,a backlit palm plant silhouetted behind a dark multi-paned double-hung window.,no
window-729,window-0966,awake,orange,double-hung,none,roller shade,none,none,a silhouetted horse figurine stands against a glowing amber-orange interior.,no
window-730,window-0309,awake,amber,double-hung,none,none,plants|vase|flowers,none,dramatic silhouettes of a spiky dracaena plant against a glowing amber interior.,no
window-731,window-0322,awake,amber,paned grid,none,sheer curtains,lamp,none,a glowing amber window with an ornate birdcage visible in the lit bottom pane below frosted shades.,no
window-732,window-0187,awake,gray,paned grid,none,curtains,plants|bottle,none,"a dim, muted gray window with a paned grid and faint plants barely visible on the sill.",no
window-733,window-0008,awake,amber,double-hung,none,security,figurine,none,star decals on upper glass and a small figure silhouette glow against a warm amber interior behind security bars.,no
window-734,window-0334,awake,amber,double-hung,none,pleated shade,none,none,a warm amber pleated shade fills the upper sash while the lower pane glows with soft interior shadows.,no
window-735,window-0899,awake,amber,double-hung,none,curtains,lamp,none,a tilted lampshade casts a warm amber glow over the upper sash of an otherwise dim room.,no
window-736,window-0807,awake,black,double-hung,none,security,open sign|neon sign|sign|signage|spa,open foot massage,"a glowing led ""open foot massage"" sign hovers above a dim yin-yang symbol behind security bars.",no
window-737,window-0794,asleep,brown,other,none,abandoned,none,none,"a bricked-up maroon opening bearing a ghostly, peeling painted figure rather than glass.",no
window-738,window-0517,awake,black,double-hung,none,roller shade|security,none,none,a drawn shade glows amber behind security bars in an otherwise dark window.,no
window-739,window-0835,awake,amber,double-hung,none,none,plants,none,spiky palm-like foliage silhouetted against a glowing amber backlit shade.,no
window-740,window-0726,awake,brown,other,none,none,bottle|flowers|plants,none,blue glass bottles and a wilting dried bouquet sit on a sill behind a hazy pane.,no
window-741,window-0742,asleep,gray,double-hung,none,sheer curtains,framed art,none,"a dim, sheer-curtained window with small framed items resting on the sill.",no
window-742,window-0247,awake,amber,paned grid,none,curtains,none,none,a warmly glowing paned window draped in floral curtains casting an amber golden hue.,no
window-743,window-0833,awake,amber,double-hung,none,sheer curtains,lamp,none,"a pleated sheer curtain glows amber over a red upper pane, creating a layered fiery interior.",yes
window-744,window-0093,awake,orange,double-hung,none,venetian blinds,lamp|poster|books|signage,rance,warm amber light glows through venetian blinds onto a desk with a lamp and framed posters.,no
window-745,window-0588,awake,amber,paned grid,none,security,none,none,a heavily barred paned window glows with a soft amber light revealing dim silhouettes within.,no
window-746,window-0344,awake,amber,double-hung,none,none,plants|vase,none,lush tropical foliage glows against a warm amber interior in a tall double-hung window.,no
window-747,window-0732,awake,amber,double-hung,none,venetian blinds,plants,none,a monstera plant silhouetted against a warm amber glow below half-drawn venetian blinds.,no
window-748,window-0879,awake,blue,double-hung,none,none,sign|poster|signage,andersen danger no smoking danger construction area keep out,"a newly installed, unoccupied window still bearing its andersen sticker and construction danger signs.",no
window-749,window-0266,awake,amber,paned grid,none,curtains,plants,none,a warm amber-curtained paned window glows softly with a backlit lamp at its center.,no
window-750,window-0731,awake,red,storefront,none,none,neon sign|sign|bottle|signage,high style station pick any 2 sandwiches pay for both,a glowing neon 'high style station' deli sign over a hand-lettered sandwich special board.,yes
window-751,window-0643,awake,amber,double-hung,none,curtains,signage,2,"a warm amber-glowing curtained window with a dark number ""2"" and silhouetted objects lined along the lower sill.",no
window-752,window-0678,awake,brown,double-hung,none,venetian blinds|stained glass,none,none,a decorative stained-glass floral panel hangs behind warm-toned venetian blinds.,no
window-753,window-0675,awake,gray,double-hung,none,curtains,none,none,a thin sliver of warm light glows between drawn curtains in an otherwise dim window.,no
window-754,window-0404,awake,teal,double-hung,dog,curtains,none,none,a dog sits in silhouette against a cool teal glow behind a half-drawn curtain.,no
window-755,window-0956,awake,amber,double-hung,none,roller shade,books,none,a row of book silhouettes lines the sill against a glowing amber roller shade.,no
window-756,window-0095,awake,white,double-hung,none,frosted glass,none,none,a dark boxy silhouette looms behind frosted glass glowing with warm interior light.,no
window-757,window-0156,awake,red,arched,none,sheer curtains,plants,none,a hanging plant in a macramé holder silhouetted against deep red curtains glowing behind an arched window.,no
window-758,window-0310,awake,brown,double-hung,none,roller shade,lamp|plants,none,a glowing paper lantern lamp sits beside a potted plant in a dim warm interior.,no
window-759,window-0876,awake,black,other,none,security|curtains,string lights,none,multicolored led string lights drape behind an ornate wrought-iron security grille over warm-toned curtains.,no
window-760,window-0423,awake,amber,double-hung,none,curtains|security,none,none,a softly curtained window glowing amber behind a black metal security guard.,no
window-761,window-0451,awake,orange,paned grid,none,curtains,none,none,"a warm amber curtain glows behind a dark grid of mullions, dimming toward a black lower panel.",no
window-762,window-0390,awake,amber,double-hung,none,roller shade,string lights|figurine,none,silhouetted mask-like figurines line the sill beneath a warm amber glow and hanging bulbs.,no
window-763,window-0905,awake,amber,casement,none,venetian blinds,lamp|plants,none,a glowing lamp behind venetian blinds silhouettes potted plants on the sill in warm amber light.,no
window-764,window-0717,awake,yellow,other,none,none,sign|poster|signage,none,a glowing yellow doorway with an orange tiled lower wall and an intercom panel beside posted notices.,no
window-765,window-0362,awake,brown,paned grid,none,none,none,none,a dim multi-paned window framing murky shapes and a glowing yellow box.,no
window-766,window-0659,awake,purple,casement,cat,sheer curtains|security,neon sign|signage,none,a glowing white neon cat silhouette sits against purple-lit sheer curtains.,yes
window-767,window-0327,awake,brown,other,none,roller shade,none,none,a violin silhouetted against a softly lit wall behind a partially drawn shade.,no
window-768,window-0051,awake,amber,double-hung,none,roller shade,plants,none,an aloe plant in a copper pot sits on the sill beneath a half-drawn roller shade.,no
window-769,window-0398,awake,brown,double-hung,none,lace curtains,ceiling fixture,none,a dim ceiling fixture glows above lace curtains in a deeply shadowed double-hung window.,no
window-770,window-0585,awake,amber,double-hung,none,sheer curtains,string lights,none,a glowing wreath-like ring of warm string lights shines through sheer curtains in the lower sash.,no
window-771,window-0151,awake,black,double-hung,none,none,string lights|holiday decoration,none,a glowing green-and-red light-up christmas tree decoration floats in an otherwise dark window.,no
window-772,window-0621,awake,amber,other,none,stained glass,framed art,none,an ornate amber stained-glass window with geometric leading and circular glass jewels.,no
window-773,window-0326,awake,amber,double-hung,none,none,lamp,none,"a single classic table lamp glows warmly in the lower pane, bathing the room in amber.",no
window-774,window-0437,awake,amber,double-hung,none,sheer curtains,none,none,a glowing amber double-hung window softly lit behind sheer curtains.,no
window-775,window-0689,awake,blue,double-hung,none,roller shade,none,none,a deep blue glow bleeds through a partially drawn shade above a row of pigeon spikes on the sill.,no
window-776,window-0904,awake,amber,double-hung,none,none,books,none,a warm amber glow silhouettes a cluster of stacked books on the sill.,no
window-777,window-0441,awake,orange,double-hung,none,curtains,air conditioner,none,a glowing amber-curtained window framed in black with an air conditioner unit at the base.,no
window-778,window-0408,awake,brown,double-hung,none,none,holiday decoration,none,a festive deer with a red bow fills the window in a snowy winter scene.,yes
window-779,window-0586,awake,amber,double-hung,none,roller shade,air conditioner,none,a glowing orange appliance sits on the sill beneath layered amber shades.,no
window-780,window-0382,awake,amber,double-hung,none,roller shade,plants,none,a small potted plant sits on the sill below a half-drawn shade glowing warm amber.,no
window-781,window-0907,asleep,brown,double-hung,none,none,flag,none,"an american flag hangs behind the glass, dimly lit and muted in tone.",no
window-782,window-0559,asleep,brown,paned grid,none,venetian blinds,none,none,a dim double-hung paned window glowing softly amber behind closed blinds.,no
window-783,window-0416,awake,orange,paned grid,none,roller shade,air conditioner,none,stacked amber-glowing panes with a fan and air conditioner silhouetted in the lower section.,no
window-784,window-0619,awake,amber,double-hung,none,sheer curtains,none,none,warm amber light glows softly through rippled sheer curtains in a classic double-hung window.,no
window-785,window-0896,awake,amber,double-hung,none,roller shade,ceiling fixture|flowers|vase|plants,none,teal-painted window frame with hanging bags and a small flower arrangement on the sill under warm ceiling light.,no
window-786,window-0936,awake,amber,paned grid,none,roller shade,none,none,a multi-paned window glowing with deep amber light through partially drawn shades.,no
window-787,window-0042,awake,amber,double-hung,none,none,plants,none,silhouetted plants crowd against a softly glowing amber pane.,no
window-788,window-0701,awake,amber,double-hung,none,frosted glass,none,none,"frosted glass softens the interior, with small orange cone-shaped figures perched on the sill below.",no
window-789,window-0292,awake,amber,double-hung,none,roller shade,plants,none,silhouetted potted plants including a tall cactus against a glowing amber shade.,no
window-790,window-0779,asleep,brown,double-hung,none,roller shade,sign|signage,avani,"an ""avani"" salon sign with a face-profile logo sits in a dim wood-framed window.",no
window-791,window-0223,awake,yellow,double-hung,none,vertical blinds,plants,none,a yellow-framed double-hung window with vertical blinds and silhouetted potted plants on the sill.,no
window-792,window-0677,awake,amber,double-hung,none,roller shade,lamp|holiday decoration|string lights|plants,none,a decorated christmas tree topped with a star glows with string lights behind a partly-drawn shade.,no
window-793,window-0301,awake,amber,double-hung,none,pleated shade,air conditioner,none,a warm amber glow filters through pleated shades above a window-mounted air conditioner.,no
window-794,window-0426,awake,orange,other,none,none,sign|signage,chapel a 4 & 8pm,"a glowing amber window framing a black letter board reading ""chapel a, 4 & 8pm"".",no
window-795,window-0082,awake,gray,other,none,security,poster|sign|signage,exoe,"a barred, graffiti-and-sticker-covered window glowing with cool light behind metal security bars.",no
window-796,window-0921,awake,orange,double-hung,none,sheer curtains,lamp|plants,none,a warm amber interior glows behind sheer curtains with a tasseled ornament and silhouetted plants below.,no
window-797,window-0797,awake,orange,double-hung,none,venetian blinds,lamp|plants|string lights|sign|signage,enjoye chilled,a pale classical statue presides over a plant and string lights bathed in warm orange glow.,no
window-798,window-0043,awake,gray,double-hung,none,frosted glass,plants|flowers,none,"a small leafy plant and dried flowers sit in a wooden box behind a frosted, foggy double-hung window.",no
window-799,window-0337,awake,amber,double-hung,none,none,lamp|flowers|bottle|plants,none,a warm amber-lit interior with flowers and a glowing lamp framed by a dark double-hung window.,no
window-800,window-0959,awake,black,arched,none,security,neon sign|signage,shiner bock,two glowing neon signs — a baseball logo and a shiner bock beer sign — behind an arched barred window.,no
window-801,window-0002,awake,blue,double-hung,none,none,neon sign|signage,none,a glowing blue neon rain cloud hangs in an otherwise dark double-hung window.,no
window-802,window-0175,awake,blue,double-hung,none,none,string lights,none,dense multicolored string lights fill both panes against a deep blue glow.,no
window-803,window-0943,asleep,pink,other,none,none,poster|sign|signage,emsculpt sculpt and tone arms and legs,a glowing emsculpt body-sculpting advertisement fills the entire window with a pinkish cast.,no
window-804,window-0699,awake,purple,double-hung,none,none,chandelier|furniture,none,a crystal chandelier glows behind a vivid magenta-purple painted window frame.,no
window-805,window-0335,asleep,brown,other,none,none,sign|signage,box office opens 60 minutes before,a dark wooden letterboard sign announces box office hours behind glass.,no
window-806,window-0303,awake,orange,double-hung,none,roller shade,none,none,a glowing amber-orange shade with small dark decals including a heart shape on the lower pane.,no
window-807,window-0565,awake,amber,casement,none,none,none,none,a pair of tall casement panels glowing softly amber with no discernible contents.,no
window-808,window-0980,awake,amber,paned grid,none,curtains,none,none,a glowing amber paned window centered by a circular patterned medallion.,no
window-809,window-0168,awake,amber,double-hung,none,sheer curtains,plants,none,a silhouetted trailing plant casts dramatic shadows against warm amber-lit sheer curtains.,no
window-810,window-0704,awake,amber,double-hung,none,none,ceiling fixture,none,a horned highland cow figurine peers up over a low fence beneath warm recessed ceiling lights.,no
window-811,window-0464,awake,amber,paned grid,none,none,plants|vase,none,"silhouetted houseplants press against a warm amber-lit windowpane, creating a quiet still life.",no
window-812,window-0444,awake,amber,double-hung,none,sheer curtains,air conditioner,none,a warm amber glow silhouettes draped sheer curtains above a window air conditioner.,no
window-813,window-0209,asleep,brown,storefront,none,venetian blinds,sign|signage,a smile you're on camera,a dim restaurant window showing a health grade 'a' card and a 'smile you're on camera' decal.,no
window-814,window-0891,awake,amber,double-hung,none,none,sign|poster|signage,silverline byandersen windows doors,a brand-new silverline by andersen window still bearing its manufacturer stickers.,no
