window,id,circadian,color,frame,occupant,treatment,objects,signage,notable,special,master
window-0751,w-946,AWAKE,amber,paned grid,,,fan|plants|glassware,,A silhouetted desk fan and hanging plant set against a warm amber-glowing interior wall.,,WINDOWSTACK2026_9_0030_windnows-08882.png
window-0752,w-947,AWAKE,amber,double-hung,,curtains,jar,,Warm amber light glows through parted curtains with a diagonal cord crossing the pane.,,WINDOWSTACK2026_1_115_layers_0011_windows-00810.png
window-0753,w-948,AWAKE,amber,double-hung,,,lamp|flowers|plants,,A glowing lampshade backlights a dried floral arrangement and a small statuette in deep shadow.,,WINDOWSTACK2026_9_0032_windnows-08873.png
window-0754,w-949,AWAKE,magenta,other,,security,air conditioner|grow light|plants,,An intense magenta grow-light glow floods a barred window crammed with plants behind ornate ironwork.,,WINDOWSTACK2026_9_0033_windnows-08872.png
window-0755,w-950,ASLEEP,amber,other,,abandoned,,,A glowing amber plywood board fills the upper window over a dim cluttered lower pane with blinds.,,WINDOWSTACK2026_9_0000_windows-09091.png
window-0756,w-951,AWAKE,amber,double-hung,,sheer curtains,,,Sheer curtains glowing softly amber within a brick-framed double-hung window.,,WINDOWSTACK2026_9_0001_windows-09107.png
window-0757,w-952,ASLEEP,brown,other,,abandoned,,,"A bricked-up opening filled with a decorative herringbone brick pattern, no glass at all.",,WINDOWSTACK2026_9_0002_windows-09092.png
window-0758,w-953,AWAKE,amber,double-hung,,roller shade,kitchenware,,A warmly lit kitchen counter with a knife block and paper towel roll glimpsed below a half-drawn shade.,,WINDOWSTACK2026_9_0003_windows-09093.png
window-0759,w-954,AWAKE,red,other,,,poster|sign|signage,典禮 Feast Lounge,"A glowing red digital poster depicting a Chinese pagoda and city skyline advertising ""Feast Lounge"".",,WINDOWSTACK2026_9_0004_windows-09088.png
window-0760,w-955,AWAKE,amber,other,,lace curtains,,,Warm amber light glowing through delicate lace curtains in a dark frame.,,WINDOWSTACK2026_9_0005_windows-09082.png
window-0761,w-956,AWAKE,blue,double-hung,,,poster|framed art,,"A large painted portrait of a man with a yellow tie fills the window, glowing against a blue background.",,WINDOWSTACK2026_9_0006_windows-09081.png
window-0762,w-957,AWAKE,gold,other,,security|curtains,,,An ornate wrought-iron security gate with decorative scrollwork covers a glowing golden-amber window.,,WINDOWSTACK2026_9_0007_windows-09069.png
window-0763,w-959,ASLEEP,white,double-hung,,roller shade,poster|signage,DEMOCRAT FOR MAYOR ZOHRAN FOR A NEW YORK YOU CAN AFFORD,A bright orange-and-blue Zohran mayoral campaign poster taped in the upper pane of an otherwise dark window.,,WINDOWSTACK2026_9_0009_windows-09067.png
window-0764,w-960,AWAKE,green,double-hung,,curtains,books,,"A stack of books sits behind frosted glass above yellow curtains, giving a muted, layered glow.",,WINDOWSTACK2026_9_0010_windows-09066.png
window-0765,w-962,AWAKE,orange,other,,,poster|signage|spa,,A backlit spa advertisement showing a couple receiving massages and a foot massage.,,WINDOWSTACK2026_9_0012_windows-09062.png
window-0766,w-963,AWAKE,blue,double-hung,,,neon sign|signage,,Neon boxing gloves and a dumbbell glow in a gym window above a small flame ornament.,,WINDOWSTACK2026_9_0013_windows-09056.png
window-0767,w-964,AWAKE,red,double-hung,,,neon sign|sign|signage,EXIT,"A glowing red EXIT sign dominates the dark interior, reflected and doubled in the glass.",,WINDOWSTACK2026_9_0014_windows-09063.png
window-0768,w-965,AWAKE,amber,paned grid,,,plants,,A warm interior glow silhouettes a tangle of plant foliage against grid-divided panes.,,WINDOWSTACK2026_9_0015_windows-09053-2.png
window-0769,w-966,AWAKE,brown,double-hung,,,sign|signage,CHINATOWN FIGHT CLUB,"A backlit ""Chinatown Fight Club"" sign fills the lower pane of an arched window.",yes,WINDOWSTACK2026_9_0016_windows-09054.png
window-0770,w-967,AWAKE,green,double-hung,,venetian blinds,neon sign|signage,GYM,"Stacked neon signs of a beer mug, the word GYM, and a cannabis leaf glow through a double-hung window.",yes,WINDOWSTACK2026_9_0017_windows-09057.png
window-0771,w-968,ASLEEP,brown,double-hung,,,sign|poster|signage,CURTIS SLIWA for NYC MAYOR SLIWAFORNYC.COM GOLDEN EXPRESS 212-966-8433,"A red ""GOLDEN EXPRESS"" business sign sits below a dark window bearing a Curtis Sliwa campaign poster.",,WINDOWSTACK2026_9_0018_windows-09058.png
window-0772,w-969,AWAKE,white,double-hung,,,neon sign|poster|sign|signage|spa,Fu Ji Health Spa,"A glowing thumbs-up neon hand sits beneath a backlit spa advertisement reading ""Fu Ji Health Spa"".",,WINDOWSTACK2026_9_0019_windows-09051.png
window-0773,w-970,AWAKE,magenta,double-hung,,,open sign|neon sign|signage,OPEN,"Two stacked neon signs glow magenta: an ""OPEN"" sign above a pair of neon footprints below.",,WINDOWSTACK2026_9_0020_windows-09048.png
window-0774,w-971,AWAKE,blue,other,,,neon sign|sign|poster|signage|spa,Fu Ji Health Spa,A backlit spa poster sits above a neon foot sign glowing blue and pink.,,WINDOWSTACK2026_9_0021_windows-09050.png
window-0775,w-972,AWAKE,brown,double-hung,,sheer curtains,plants|vase,,A dim windowsill display crowned by a woven wicker heart ornament glowing in warm amber light.,,WINDOWSTACK2026_9_0022_windows-09052-2.png
window-0776,w-973,AWAKE,amber,double-hung,,,plants,,Silhouetted plants crowd every shelf against a glowing amber interior.,,WINDOWSTACK2026_9_0023_windows-09052-3.png
window-0777,w-974,AWAKE,amber,double-hung,ghoul,curtains,holiday decoration,,"A glowing jack-o-lantern sits on the sill in warm amber light, marking a Halloween window.",,WINDOWSTACK2026_9_0024_windows-09052.png
window-0778,w-975,ASLEEP,white,other,,,sign|signage,磁器晶飾 古玉水金 工艺精品 古董,Hand-painted blue Chinese-character signs advertising antiques fill a dim shop window.,,WINDOWSTACK2026_9_0025_windows-09043.png
window-0779,w-976,ASLEEP,brown,double-hung,,roller shade,sign|signage,Avani,"An ""Avani"" salon sign with a face-profile logo sits in a dim wood-framed window.",,WINDOWSTACK2026_9_0026_windows-09038.png
window-0780,w-977,AWAKE,white,other,,,poster|sign|signage|spa,Vitality Beauty Center Tel: 646-645-6356,A beauty center massage advertisement poster fills the window above a slatted vent.,,WINDOWSTACK2026_9_0027_windows-09041-2.png
window-0781,w-978,ASLEEP,green,paned grid,,,sign|signage,SHAFTWAY,"A dark, empty window marked with a white ""SHAFTWAY"" sign warning of the elevator shaft behind it.",,WINDOWSTACK2026_9_0028_windows-09037.png
window-0782,w-979,AWAKE,pink,other,,,poster|sign|signage|spa,Vitality Beauty Center Tel: 646-645-6356,An illuminated spa advertisement poster for a beauty center fills the entire window.,,WINDOWSTACK2026_9_0029_windows-09041.png
window-0783,w-980,ASLEEP,gray,double-hung,,curtains,plants|ceiling fixture,,"Pale curtains and potted plants frame a dim, shadowy interior behind a double-hung window.",,WINDOWSTACK2026_9_0030_windows-09036-2.png
window-0784,w-981,ASLEEP,black,double-hung,,curtains,plants|flowers,,A cluster of green potted plants with a single pale bloom sits on the sill beside a partly drawn curtain.,,WINDOWSTACK2026_9_0031_windows-09036.png
window-0785,w-982,AWAKE,blue,double-hung,,roller shade,plants,,Silhouettes of leafy plants press against a softly glowing pale-blue shaded window.,,WINDOWSTACK2026_9_0032_windows-09035.png
window-0786,w-983,AWAKE,amber,double-hung,,venetian blinds,plants,,A warm amber upper sash with raised blinds sits above a lower pane filled with shadowy plant silhouettes.,,WINDOWSTACK2026_9_0033_windows-09034-2.png
window-0787,w-984,AWAKE,amber,double-hung,,venetian blinds,lamp|plants,,A glowing lamp behind a potted plant casts a warm amber haze through the partly-blinded window.,,WINDOWSTACK2026_9_0034_windows-09034.png
window-0788,w-985,AWAKE,amber,double-hung,,venetian blinds|frosted glass,plants,,Plant silhouettes press against frosted lower glass while venetian blinds darken the upper pane.,,WINDOWSTACK2026_9_0035_windows-09034-3.png
window-0789,w-986,AWAKE,orange,double-hung,,,lamp|air conditioner|poster|signage,MADE WITH LOVE,"A glowing orange interior with a paper pendant lamp and a ""MADE WITH LOVE"" sign above the AC unit.",,WINDOWSTACK2026_9_0036_windows-09032.png
window-0790,w-987,AWAKE,brown,double-hung,,venetian blinds,bottle|glassware|jar,,A dim cluttered interior with bottles and glassware on a shelf above a basket and jars.,,WINDOWSTACK2026_9_0037_windows-09031.png
window-0791,w-988,AWAKE,orange,double-hung,,curtains,lamp|furniture,,A warm orange-lit room glows behind a draped curtain with a lamp and ornate furniture below.,,WINDOWSTACK2026_9_0038_windows-09030.png
window-0792,w-991,AWAKE,black,double-hung,,venetian blinds,plants,,A dark upper pane with reflections sits above a dim blue-lit lower pane behind venetian blinds.,,WINDOWSTACK2026_9_0041_windows-09029.png
window-0793,w-993,ASLEEP,green,other,,roller shade,string lights|holiday decoration|figurine,,A Christmas window framed in green garland with Santa and elf figurines and dangling icicle string lights.,,WINDOWSTACK2026_9_0043_windows-09025.png
window-0794,w-994,ASLEEP,brown,other,,abandoned,,,"A bricked-up maroon opening bearing a ghostly, peeling painted figure rather than glass.",,WINDOWSTACK2026_9_0044_windows-09021.png
window-0795,w-995,ASLEEP,brown,other,,abandoned,sign|signage,ELEVATOR EMERGENCY CALL BA 7-6800,A bricked-up doorway with a faded vintage elevator emergency sign and a rusted metal fixture.,,WINDOWSTACK2026_9_0045_windows-09020.png
window-0796,w-996,AWAKE,green,double-hung,,roller shade|sheer curtains,plants,,A lush bamboo plant and small succulents line the sill beneath a half-drawn shade.,,WINDOWSTACK2026_9_0046_windows-09017.png
window-0797,w-997,AWAKE,orange,double-hung,,venetian blinds,lamp|plants|string lights|sign|signage,ENJOYE CHILLED,A pale classical statue presides over a plant and string lights bathed in warm orange glow.,,WINDOWSTACK2026_9_0047_windows-09018.png
window-0798,w-998,AWAKE,brown,double-hung,,venetian blinds,sign|signage,PSYCHIC READINGS,"An oval maroon ""PSYCHIC READINGS"" sign hangs over candles in a dim window.",,WINDOWSTACK2026_9_0048_windows-09024.png
window-0799,w-999,ASLEEP,brown,other,,abandoned,,,"The window has been completely sealed with brick, leaving a blind, vacant opening.",,WINDOWSTACK2026_9_0049_windows-09023.png
window-0800,w-1000,AWAKE,white,double-hung,,,plants,,A leafy palm plant silhouetted against a soft pale glow fills the lower pane.,,WINDOWSTACK2026_9_0050_windows-09022.png
window-0801,w-1003,ASLEEP,white,double-hung,,frosted glass,sign|signage,MANHATTAN PODIATRY,Frosted door with red footprint decals advertising a Manhattan podiatry office.,,WINDOWSTACK2026_9_0053_windows-09016.png
window-0802,w-1005,AWAKE,green,paned grid,,curtains,plants|flowers,,An eerie green glow leaks through worn curtains framed by overgrown vines and tiny white blossoms.,,WINDOWSTACK2026_9_0055_windows-09019-2.png
window-0803,w-1006,AWAKE,green,paned grid,,curtains,plants,,Lush green vines frame the window with an eerie green glow at the base and warm amber light within.,,WINDOWSTACK2026_9_0056_windows-09019.png
window-0804,w-1007,ASLEEP,green,double-hung,,curtains,,,A muted olive-green glow diffuses through drawn curtains behind a dark double-hung frame.,,WINDOWSTACK2026_9_0057_windows-09014-4.png
window-0805,w-1008,ASLEEP,blue,double-hung,,curtains,poster,,A double-hung window split between cool blue and olive-green curtain panels.,,WINDOWSTACK2026_9_0058_windows-09014-3.png
window-0806,w-1009,ASLEEP,blue,double-hung,,curtains,,,A dark-framed double-hung window glowing with deep blue curtain folds.,,WINDOWSTACK2026_9_0059_windows-09014-2.png
window-0807,w-1012,AWAKE,black,double-hung,,security,open sign|neon sign|sign|signage|spa,Open FOOT MASSAGE,"A glowing LED ""Open Foot Massage"" sign hovers above a dim yin-yang symbol behind security bars.",,WINDOWSTACK2026_9_0062_windows-08998.png
window-0808,w-1013,AWAKE,amber,paned grid,,,books,,A large industrial ventilation duct snakes through an amber-lit interior above stacked books on the sill.,,WINDOWSTACK2026_9_0063_windows-09000.png
window-0809,w-1014,AWAKE,brown,double-hung,,,sign|plants|flowers|signage,專科 MEDICINE,A bilingual illuminated MEDICINE sign glows above a sill of small potted plants.,,WINDOWSTACK2026_9_0064_windows-09012.png
window-0810,w-1015,AWAKE,white,double-hung,,,sign|signage,LUK & LUK Attorneys At Law LEON K. LUK CHARLES K. LUK Tel: 212-219-8686,A law office window with painted red lettering advertising Luk & Luk Attorneys At Law.,,WINDOWSTACK2026_9_0065_windows-09011.png
window-0811,w-1016,AWAKE,orange,arched,,curtains,lamp,,A single glowing pendant lamp on a draped cord casts warm amber light through an arched paned window.,,WINDOWSTACK2026_9_0066_windows-09001.png
window-0812,w-1017,ASLEEP,white,other,,abandoned,framed art,,"A frosted glass panel bears a painted floral design in red, pink, and yellow over stark black brushstrokes.",,WINDOWSTACK2026_9_0067_windows-09005.png
window-0813,w-1018,AWAKE,amber,double-hung,,security|sheer curtains,lamp|plants,,A tall potted plant glows behind security bars above warmly lit sheer curtains with a stray blue light at the base.,,WINDOWSTACK2026_9_0068_windows-08996-2.png
window-0814,w-1020,AWAKE,white,other,,frosted glass,sign|poster|signage,259 Canal St. 212-475-0588,A backlit signboard featuring white orchids and stacked zen stones with the address 259 Canal St.,,WINDOWSTACK2026_9_0070_windows-09008-2.png
window-0815,w-1021,AWAKE,green,other,ghoul,,figurine|sign|signage,FOR RETAIL SALES BY APPOINTMENT ONLY 212.290.2825,A menacing winged horned demon statue glows green behind dark glass with a retail appointment sign.,yes,WINDOWSTACK2026_9_0071_windows-08989.png
window-0816,w-1022,AWAKE,white,other,,,sign|poster|signage|spa,Renew Regal Spa Body Work $49/Hour Foot Rub $25/Hour,An illuminated spa lightbox sign advertising body work and foot rub prices with a massage photo below.,,WINDOWSTACK2026_9_0072_windows-09008.png
window-0817,w-1024,AWAKE,purple,other,,roller shade,plants,,A purple roller shade glows above a warm amber sill of silhouetted plants and a glass cloche.,,WINDOWSTACK2026_9_0074_windows-08985.png
window-0818,w-1025,AWAKE,brown,double-hung,,security,poster|signage|spa,Body Work,"Stacked spa massage posters fill the window behind security bars, advertising body work.",,WINDOWSTACK2026_9_0075_windows-08999.png
window-0819,w-1026,AWAKE,amber,other,,,lamp,,A glowing drum pendant lamp dominates an otherwise empty amber-washed window.,,WINDOWSTACK2026_9_0076_windows-08984.png
window-0820,w-1027,AWAKE,black,other,,,poster|sign|signage|spa,,Two backlit spa advertising panels showing hot-stone and foot massage imagery framed in black.,,WINDOWSTACK2026_9_0077_windows-08997.png
window-0821,w-1028,AWAKE,amber,paned grid,,,plants,,A six-pane black-framed window glows uniform amber with a silhouetted potted plant in the lower corner.,,WINDOWSTACK2026_9_0078_windows-08994.png
window-0822,w-1030,ASLEEP,brown,storefront,,,sign|signage,"NYLONS IZQUIERDO & VILA,INC. EXPORTERS","Gold-lettered vintage storefront glass advertising ""NYLONS"" and ""IZQUIERDO & VILA, INC. EXPORTERS.""",,WINDOWSTACK2026_9_0080_windows-08992-3.png
window-0823,w-1031,ASLEEP,brown,double-hung,,,sign|signage,EXPORT DACRONS,"Gold lettering reading ""EXPORT DACRONS"" glows on a dim, mysterious shopfront window.",,WINDOWSTACK2026_9_0081_windows-08992.png
window-0824,w-1033,AWAKE,amber,casement,,,plants,,Silhouetted potted plants set against a glowing amber-orange interior.,,WINDOWSTACK2026_9_0083_windows-08983.png
window-0825,w-1034,AWAKE,orange,double-hung,,,plants|grow light,,A silhouetted hanging plant droops over a warm amber interior with a purple grow light below.,,WINDOWSTACK2026_9_0084_windows-08981.png
window-0826,w-1035,AWAKE,amber,other,,roller shade,plants,,A lone silhouetted plant stands against a glowing amber roller-shaded window.,,WINDOWSTACK2026_9_0085_windows-08982.png
window-0827,w-1039,AWAKE,amber,paned grid,,,lamp|flowers|vase|plants,,A large glowing paper lantern dominates the frame above a small silhouetted vase of flowers.,,WINDOWSTACK2026_9_0089_windows-08973.png
window-0828,w-1040,AWAKE,amber,paned grid,,curtains,plants|vase,,A silhouetted plant in a vase glows against a rich amber backlit window.,,WINDOWSTACK2026_9_0090_windows-08972.png
window-0829,w-1041,AWAKE,brown,other,,sheer curtains,plants,,A leafy potted plant sits behind sheer curtains above a rusted louvered metal panel.,,WINDOWSTACK2026_9_0091_windows-08971.png
window-0830,w-1042,AWAKE,amber,paned grid,,stained glass,religious item,,An ornate stained glass window with a central religious medallion glowing amber and gold.,,WINDOWSTACK2026_9_0092_windows-08946.png
window-0831,w-1043,AWAKE,amber,double-hung,,,,,A small cloud-shaped silhouette sits on the sill against a glowing amber pane.,,WINDOWSTACK2026_9_0093_windows-08958.png
window-0832,w-1044,AWAKE,red,double-hung,,sheer curtains,plants,,"A glowing red light behind a shimmering beaded curtain creates a sultry, mysterious interior silhouette.",,WINDOWSTACK2026_9_0094_windows-08963-4.png
window-0833,w-1046,AWAKE,amber,double-hung,,sheer curtains,lamp,,"A pleated sheer curtain glows amber over a red upper pane, creating a layered fiery interior.",yes,WINDOWSTACK2026_9_0097_windows-08963-2.png
window-0834,w-1047,AWAKE,amber,paned grid,,frosted glass,plants|flowers,,Silhouetted orchids on the sill glow against frosted amber glass in an arched paned window.,,WINDOWSTACK2026_9_0098_windows-08955.png
window-0835,w-1049,AWAKE,amber,double-hung,,,plants,,Spiky palm-like foliage silhouetted against a glowing amber backlit shade.,,WINDOWSTACK2026_9_0100_windows-08957-4.png
window-0836,w-1050,AWAKE,amber,double-hung,,roller shade,plants,,Silhouetted houseplants press against the glass below a glowing amber roller shade.,,WINDOWSTACK2026_9_0101_windows-08957-2.png
window-0837,w-1054,AWAKE,white,double-hung,,sheer curtains,plants,,Snowflake decals adorn the lower panes above a row of potted plants on the sill.,,WINDOWSTACK2026_10_0005_windows-00423-2.png
window-0838,w-1055,AWAKE,amber,paned grid,,,,,A glowing amber gridded window broken by a single red rectangle on the left.,,WINDOWSTACK2026_10_0020_windows-00410.png
window-0839,w-1056,AWAKE,black,double-hung,,sheer curtains,,,A streak of vivid green light glows against an otherwise near-black double-hung window.,,WINDOWSTACK2026_10_0010_windows-00427-2.png
window-0840,w-1057,AWAKE,amber,double-hung,,,air conditioner,,A warm amber-glowing window with a window air conditioner unit dominating the lower pane.,,WINDOWSTACK2026_10_0004_windows-00419.png
window-0841,w-1058,AWAKE,amber,paned grid,,curtains,plants,,Golden patterned curtains glow warmly above a windowsill plant in the lower pane.,,WINDOWSTACK2026_10_0017_windows-00422.png
window-0842,w-1059,AWAKE,amber,paned grid,,roller shade,lamp|flowers|vase|plants,,A glowing lamp beside a vase of red flowers creates an intimate warm scene behind a dark paned window.,yes,WINDOWSTACK2026_10_0013_windows-00428-2.png
window-0843,w-1060,ASLEEP,brown,double-hung,,roller shade,,,A dark window with a lower shade bearing a glowing leaf-like pattern.,,WINDOWSTACK2026_10_0003_windows-00418.png
window-0844,w-1061,AWAKE,brown,other,,,poster,,A large backlit poster of a close-up smiling mouth fills the frame.,yes,WINDOWSTACK2026_10_0000_windows-00404-2.png
window-0845,w-1062,AWAKE,orange,paned grid,,security,plants,,A backlit plant casts dramatic silhouettes against a glowing amber window behind security bars.,,WINDOWSTACK2026_10_0001_windows-00414-3.png
window-0846,w-1063,AWAKE,amber,double-hung,,curtains,lamp|bottle,,A glowing amber lamp casts warm light up through sheer curtains in a dark double-hung window.,,WINDOWSTACK2026_10_0002_windows-00415.png
window-0847,w-1064,ASLEEP,black,double-hung,,,sign|poster|signage,ANDERSEN NYC,A newly installed empty window plastered with NYC permit notices and an Andersen sticker.,,WINDOWSTACK2026_10_0006_windows-00416.png
window-0848,w-1066,AWAKE,amber,double-hung,,,plants,,Silhouetted houseplants on a sill glow against a warm amber backlit window.,,WINDOWSTACK2026_10_0008_windows-00434.png
window-0849,w-1067,AWAKE,orange,paned grid,,,,,A deep amber-orange glow fills a dark paned window with a small red light glinting near the top.,,WINDOWSTACK2026_10_0012_windows-00414-2.png
window-0850,w-1068,AWAKE,orange,casement,,venetian blinds,bottle|jar,,Glowing amber light silhouettes bottles and jars beneath half-drawn venetian blinds.,,WINDOWSTACK2026_10_0014_windows-00420.png
window-0851,w-1069,AWAKE,orange,double-hung,,sheer curtains|security,plants,,Warm amber curtains glow behind barred glass with silhouetted plants on the sill.,,WINDOWSTACK2026_10_0015_windows-00426.png
window-0852,w-1070,AWAKE,amber,paned grid,,lace curtains,plants,,A silhouetted leafy plant and patterned lace curtains glow in deep amber across stacked panes.,,WINDOWSTACK2026_10_0016_windows-00425.png
window-0853,w-1071,AWAKE,blue,other,cat,,neon sign|signage,,A glowing pink neon cat silhouette glows in the corner of a deep blue window.,,WINDOWSTACK2026_10_0018_windows-00399.png
window-0854,w-1072,AWAKE,amber,paned grid,,venetian blinds,books,,Stacks of books on warm-lit wooden shelves glow amber behind a paned window.,yes,WINDOWSTACK2026_10_0019_windows-00406-2.png
window-0855,w-1073,AWAKE,orange,casement,,frosted glass,,,Condensation-covered glass split between warm peach and cool blue tones.,,WINDOWSTACK2026_10_0021_windows-00405.png
window-0856,w-1074,AWAKE,red,paned grid,,curtains,,,"Glowing red and orange curtains fill a dark-framed paned window with an intense, almost ominous warmth.",,WINDOWSTACK2026_10_0025_windows-00417.png
window-0857,w-1075,AWAKE,amber,other,,roller shade,lamp|flowers|vase|plants,,A glowing lamp silhouettes a vase of flowers against a warm amber shade.,,WINDOWSTACK2026_10_0009_windows-00432.png
window-0858,w-1076,AWAKE,white,other,,,sign|signage,FIRE HOSE KEEP CLEAR,A red fire hose cover hangs beside a standpipe behind a utilitarian window.,,WINDOWSTACK2026_10_0022_windows-00402.png
window-0859,w-1077,AWAKE,green,paned grid,,frosted glass,,,A four-pane window glowing in eerie frosted green and teal with no visible interior.,,WINDOWSTACK2026_10_0023_windows-00407-2.png
window-0860,w-1078,AWAKE,orange,paned grid,,,plants,,Silhouetted potted plants stand against an intense glowing orange interior.,,WINDOWSTACK2026_10_0024_windows-00414.png
window-0861,w-1079,AWAKE,amber,paned grid,,,bottle|glassware,,"Backlit leaded-glass cabinet doors glow amber, revealing shelves of bottles behind diamond-paned panels.",yes,WINDOWSTACK2026_10_0026_windows-00214.png
window-0862,w-1080,ASLEEP,gray,double-hung,ghoul,venetian blinds,holiday decoration,,A small candle glows beside an autumn pumpkin decoration behind drawn blinds.,,WINDOWSTACK2026_10_0000_windows-00751.png
window-0863,w-1081,AWAKE,amber,double-hung,,curtains,bottle,,Patterned curtains part to reveal a warm amber interior with bottles lined along the sill.,,WINDOWSTACK2026_10_0001_windows-00744.png
window-0864,w-1083,AWAKE,amber,paned grid,,sheer curtains,plants|ceiling fixture,,A glowing bare bulb backlights a macrame hanging plant and silhouetted clutter through a sheer-curtained paned window.,,WINDOWSTACK2026_10_0003_windows-00739-2.png
window-0865,w-1084,AWAKE,teal,double-hung,,curtains,,,"A teal curtain partially drawn across a dim window, with a faint glow leaking through the gap.",,WINDOWSTACK2026_10_0004_windows-00707-2.png
window-0866,w-1085,AWAKE,amber,double-hung,,,plants|ceiling fixture,,Frost-frosted upper pane glows above plant silhouettes lit by warm interior light.,,WINDOWSTACK2026_10_0005_windows-00740.png
window-0867,w-1086,AWAKE,orange,double-hung,,,lamp,,A glowing spherical paper lantern dominates the warm amber interior.,,WINDOWSTACK2026_10_0006_windows-00705-2.png
window-0868,w-1088,AWAKE,orange,double-hung,,roller shade,lamp|bottle,,"A row of bottle silhouettes lined along the sill, backlit by a warm glowing lamp in an all-orange interior.",,WINDOWSTACK2026_10_0008_windows-00701.png
window-0869,w-1089,AWAKE,gray,storefront,ghoul,,figurine|sign|signage,FORBIDDEN,A life-size chrome endoskeleton robot holding a weapon stands menacingly in a storefront display.,,WINDOWSTACK2026_10_0009_windows-00994.png
window-0870,w-1090,AWAKE,red,double-hung,,sheer curtains,flowers|plants,,A vivid red curtained window glowing with a bright warm light and a single red rose on the sill.,,WINDOWSTACK2026_10_0010_windows-01090.png
window-0871,w-1091,AWAKE,black,other,,,neon sign|signage,,A white neon flame or leaf shape glows against a dark window beneath a scalloped awning.,,WINDOWSTACK2026_10_0011_windows-09557.png
window-0872,w-1092,AWAKE,black,double-hung,,,neon sign|signage,,A white neon diamond outline glows against a near-black window.,yes,WINDOWSTACK2026_10_0012_windows-09555.png
window-0873,w-1093,ASLEEP,green,casement,cat,curtains,,,A black cat sits silhouetted against a deep green curtain in a darkened window.,,WINDOWSTACK2026_10_0013_windows-00226.png
window-0874,w-1094,AWAKE,brown,paned grid,,frosted glass,,,A dark double door of textured frosted glass glows faintly with pink and amber light from within.,,WINDOWSTACK2026_10_0014_windows-00237.png
window-0875,w-1095,AWAKE,amber,other,,frosted glass,lamp,,A glowing tube pendant light beside a row of purple heart decals on frosted glass.,,WINDOWSTACK2026_10_0015_windows-00400.png
window-0876,w-1096,AWAKE,black,other,,security|curtains,string lights,,Multicolored LED string lights drape behind an ornate wrought-iron security grille over warm-toned curtains.,,WINDOWSTACK2026_10_0016_windows-00231.png
window-0877,w-1097,AWAKE,amber,double-hung,,,lamp|plants,,Silhouetted plants and an angled desk lamp glow against a warm amber backlit interior.,,WINDOWSTACK2026_10_0018_windows-00891.png
window-0878,w-1098,AWAKE,amber,double-hung,,,plants,,Silhouetted potted plants glow against a warm amber-lit window in surrounding darkness.,,WINDOWSTACK2026_10_0019_windows-00886.png
window-0879,w-1099,AWAKE,blue,double-hung,,,sign|poster|signage,ANDERSEN DANGER NO SMOKING DANGER CONSTRUCTION AREA KEEP OUT,"A newly installed, unoccupied window still bearing its Andersen sticker and construction danger signs.",,WINDOWSTACK2026_10_0020_windows-00893-2.png
window-0880,w-1100,AWAKE,amber,other,,,lamp|plants|framed art,,A glowing amber stained-glass pendant lamp silhouettes a lush potted plant against a warm interior.,,WINDOWSTACK2026_10_0021_windows-00902.png
window-0881,w-1101,ASLEEP,gray,casement,,vertical blinds,figurine,,A windowsill lined with small figurines beside a glowing blue light element behind vertical blinds.,,WINDOWSTACK2026_10_0022_windows-00899-2.png
window-0882,w-1102,AWAKE,amber,other,,,lamp|plants,,A domed table lamp and plant silhouetted against a glowing amber interior.,,WINDOWSTACK2026_10_0023_windows-00901-2.png
window-0883,w-1104,AWAKE,brown,other,,venetian blinds,lamp|flag|holiday decoration|flowers|plants|signage,USA,"A red-white-and-blue ""USA"" decoration hangs above a cluster of small American flags.",,WINDOWSTACK2026_10_0025_windows-00890-2.png
window-0884,w-1105,AWAKE,magenta,paned grid,,,neon sign|books|signage,BOOKS,A pink neon sign depicting a stack of books glows above shelves of books in a paned bookshop window.,yes,WINDOWSTACK2026_10_0026_windows-00222.png
window-0885,w-1106,AWAKE,brown,double-hung,,security|venetian blinds,sign|figurine|flag|holiday decoration|signage,USA GOD BLESS AMERICA,"A patriotic American-themed display of USA signs, flags, and a wreath behind an ornate security gate.",,WINDOWSTACK2026_10_0027_windows-00882.png
window-0886,w-1107,AWAKE,amber,other,,security,flag|sign|figurine|holiday decoration|signage,USA WELCOME,Patriotic Americana display with USA blocks and a small American flag behind an ornate security gate.,,WINDOWSTACK2026_10_0028_windows-00883.png
window-0887,w-1108,AWAKE,black,paned grid,,,lamp|neon sign|signage,TIME TIDE,A glowing amber neon 'TIME TIDE' sign anchors a dark arched-top window.,,WINDOWSTACK2026_10_0029_windows-00384.png
window-0888,w-1109,AWAKE,white,paned grid,,stained glass,plants,,Lush green plants press against a paned window with delicate hanging glass ornaments catching the warm interior light.,,WINDOWSTACK2026_10_0000_windows-09438.png
window-0889,w-1110,AWAKE,amber,double-hung,,sheer curtains,plants,,Monstera leaves silhouetted against sheer curtains glowing with a soft amber light.,,WINDOWSTACK2026_10_0003_windows-09434.png
window-0890,w-1111,AWAKE,amber,double-hung,,,books,,A warm amber glow silhouettes books and shadowy objects behind a dark double-hung window.,,WINDOWSTACK2026_10_0004_windows-09423.png
window-0891,w-1112,AWAKE,amber,double-hung,,,sign|poster|signage,SilverLine byAndersen WINDOWS DOORS,A brand-new SilverLine by Andersen window still bearing its manufacturer stickers.,,WINDOWSTACK2026_10_0005_windows-09389-2.png
